id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
Kid Zone - Aguilar School,Child Care::Center,185,,Tempe,5800 South Forest Avenue,85283,(480)897-2544,(  )  -,33.369236,-111.934317
Kid Zone - Arredondo School,Child Care::Center,145,,Tempe,1330 East Carson Drive,85282,(480)897-2744,(480)858-7688,33.383612,-111.916908
Kid Zone - Broadmor School,Child Care::Center,305,,Tempe,311 East Aepli Drive,85282,(480)350-5424,(480)350-5428,33.405506,-111.933124
Kid Zone - Carminati,Child Care::Center,125,,Tempe,4001 South Mcallister Road,85282,(480)784-1218,(480)350-5431,33.387013,-111.930564
Kid Zone - Curry School,Child Care::Center,59,,Tempe,1974 East Meadow Drive,85282,(480)967-8336,(480)350-5428,33.40223,-111.902022
Kid Zone - Fuller School,Child Care::Center,345,,Tempe,1975 East Cornell Drive,85283,(480)897-6228,(480)350-5431,33.372378,-111.902029
Kid Zone - Holdeman School,Child Care::Center,105,,Tempe,1326 West 18Th Street,85281,(480)966-9934,(480)350-5431,33.409541,-111.959074
Kid Zone - Hudson School,Child Care::Center,145,,Tempe,1325 East Malibu Drive,85282,(480)897-6608,(  )  -,33.39145,-111.916984
Kid Zone - Rover School,Child Care::Center,185,,Tempe,1300 East Watson Drive,85283,(480)897-7122,(480)350-5425,33.369212,-111.917622
Kid Zone - Scales Technology Academy,Child Care::Center,59,,Tempe,1115 West 5Th Street,85281,(480)929-9909,(480)350-5431,33.42537,-111.955477
Kid Zone - Ward School,Child Care::Center,265,,Tempe,1965 East Hermosa Drive,85282,(480)491-8871,(  )  -,33.387546,-111.901334
Kid Zone - Wood School,Child Care::Center,285,,Tempe,727 West Cornell Drive,85283,(480)838-0711,(480)350-5431,33.371486,-111.94904
Kid' S Country Club,Child Care::Center,81,,Phoenix,2637 West Orangewood Avenue,85051,(602)995-2898,(602)995-5919,33.545724,-112.115504
Kid's Corner Preschool,Child Care::Center,111,,Gilbert,1450 North Gilbert Road,85234,(480)632-6000,(480)632-1619,33.376501,-111.789017
Kid's Corner Preschool & Childcare,Child Care::Center,152,,Mesa,2051 West Guadalupe Road #15,85202,(480)755-7400,(480)755-7404,33.363896,-111.878729
Kiddie Academy Of North Phoenix Az,Child Care::Center,154,,Glendale,4250 West Pinnacle Peak Road,85310,(623)580-1303,(623)580-1304,33.698352,-112.150927
Kiddie Country Club,Child Care::Center,104,,Phoenix,3645 West Bethany Home Road,85019,(602)841-7338,(602)841-7647,33.523827,-112.137529
Kiddie Kampus,Child Care::Center,71,,Scottsdale,3201 North Hayden Road,85251,(480)947-9261,(480)419-1375,33.484364,-111.908768
Kiddie Kare #1,Child Care::Center,80,,Phoenix,4411 North 7Th Street,85014,(602)240-2280,(  )  -,33.500407,-112.064863
Kiddie Kare #2,Child Care::Center,87,,Glendale,5140 West Camelback Road,85301,(623)934-1172,(  )  -,33.50961,-112.170719
Kiddie Kare #3,Child Care::Center,112,,Phoenix,6019 North 23Rd Avenue,85015,(602)242-3293,(  )  -,33.525183,-112.108107
Kiddie Korner Preschool,Child Care::Center,59,,Tucson,242 West Lester,85705,(520)622-5080,(520)622-0833,32.243929,-110.975618
Kids Can Doodle,Child Care::Center,218,,Phoenix,3552 West Glendale Ave.#A,85051,(602)347-9866,(602)973-4339,33.538649,-112.136113
Kids Central - Preschool And Daycare,Child Care::Center,87,,Phoenix,624 East Missouri Avenue,85012,(602)240-6933,(480)237-9691,33.516637,-112.066178
Kids City Christian Preschool,Child Care::Center,945,,Tucson,10801 North La Cholla Blvd,85742,(520)297-0393,(520)878-1212,32.402597,-111.013079
Kids Corral Preschool And Learning Center,Child Care::Center,59,,Humboldt,2750 South Corral Street,86329,(602)558-3700,(928)759-4420,34.502561,-112.239861
Kids Discovery Club Christian Preschool,Child Care::Center,59,,Chandler,1825 South Alma School Road,85286,(480)917-0561,(480)963-4229,33.279725,-111.858461
Kids First Preschool & Childcare,Child Care::Center,177,T,Tucson,5316 East Pima Street,85712,(520)795-0990,(520)795-5099,32.243304,-110.879383
Kids First Preschool & Childcare Center,Child Care::Center,183,,Tucson,8185 East 22Nd St,85710,(520)885-7711,(520)885-1615,32.206615,-110.817293
Kids Incorporated Learning Center,Child Care::Center,246,,Chandler,2350 South Gilbert Road,85286,(480)899-5437,(480)899-3450,33.273037,-111.789881
Kids Incorporated Learning Center Paradise Village Inc.,Child Care::Center,176,,Scottsdale,4848 East Cactus Ste 600,85254,(602)996-5431,(480)664-0249,33.597775,-111.976936
Kids Klub Inc,Child Care::Center,49,,Coolidge,1840 South Arizona Boulevard,85128,(520)723-7567,(520)723-8035,32.96173,-111.52434
Kids Koala-T Kampus I I,Child Care::Center,102,,Glendale,6025 North 67Th Avenue,85301,(623)934-5689,(623)979-6095,33.524459,-112.202856
Kids Play Learning Center #4,Child Care::Center,44,,Mesa,460 East University Drive,85203,(480)615-1768,(480)615-1778,33.422494,-111.821502
Kids Play Learning Center #5,Child Care::Center,64,,Mesa,1207 North Country Club Drive,85201,(480)733-9004,(480)733-9064,33.436649,-111.839712
Kids Play Learning Center Inc,Child Care::Center,77,,Mesa,1430 West Southern #3,85202,(480)962-9759,(480)380-2088,33.393287,-111.862218
Kids R' Our Future Preschool/ Childcare Center,Child Care::Center,86,,Chandler,3002 North Arizona Avenue,85225,(480)632-2353,(480)632-0781,33.349772,-111.841912
Kids Village Pre-School And Child Care,Child Care::Center,104,,Tucson,1321 North 6Th Avenue,85705,(520)882-7951,(520)794-0119,32.238623,-110.968905
Kids Ville,Child Care::Center,59,,Tucson,4055 North 1St Avenue,85719,(520)888-4070,(520)888-3853,32.28053,-110.961225
Kids World Learning Center LLC,Child Care::Center,162,,Chandler,2051 North Arizona Avenue # 101,85225,(480)855-4000,(480)505-3086,33.336204,-111.841505
Kids World Preschool,Child Care::Center,59,,Tucson,321 East Yavapai,85705,(520)888-1465,(520)327-7305,32.270345,-110.967237
Kids World Preschool East,Child Care::Center,59,,Tucson,4761 East 5Th Street,85711,(520)323-2546,(520)327-7305,32.228986,-110.891223
Kidz Kampus Preschool And Daycare,Child Care::Center,189,,Phoenix,7949 West Indian School Road,85033,(623)849-1651,(623)849-9530,33.494184,-112.230734
Kidz Town Preschool And Daycare,Child Care::Center,76,,Show Low,1233 Fawn Brook Drive,85901,(928)537-2224,(928)537-2222,34.213056,-110.029632
Kidz World Childcare & Learning Center,Child Care::Center,214,,Mesa,1010 South Ellsworth Road,85208,(480)444-8287,(480)986-7004,33.396657,-111.63293
Kidzco Early Learning Center/ Golf Links,Child Care::Center,138,,Tucson,7845 East Golflinks Rd,85730,(520)886-5437,(520)886-1363,32.192135,-110.825316
Kidzco Early Learning Center/ Stone,Child Care::Center,59,,Tucson,1609 North Stone Ave,85705,(520)623-9010,(  )  -,32.241863,-110.972013
Kinderbugs Preschool LLC,Child Care::Center,57,,Gilbert,4365 East Pecos Road Bldg 18 - Ste 143,85295,(480)279-2779,(  )  -,33.289429,-111.694334
Kindercare Learning Center,Child Care::Center,175,,Mesa,7019 East Baseline Road,85209,(480)396-4969,(480)396-4971,33.379218,-111.68286
Kindercare Learning Center #14,Child Care::Center,167,,Glendale,20245 North 67Th Avenue,85308,(623)561-7757,(303)526-3410,33.669172,-112.202785
Kindercare Learning Center #1465,Child Care::Center,176,,Phoenix,10653 North 25Th Avenue,85029,(602)371-8881,(602)371-0711,33.583477,-112.11354
Kindercare Learning Center #491,Child Care::Center,109,,Tucson,8277 East Golflinks Road,85730,(520)296-9087,(303)526-3410,32.192092,-110.817624
Kinderland Daycare LLC,Child Care::Center,117,,Mesa,1000 North Country Club Drive,85201,(480)649-0390,(480)237-9691,33.433059,-111.840072
Kindertots,Child Care::Center,305,,Phoenix,1118 West Glendale Avenue,85021,(602)374-3062,(602)374-3110,33.538591,-112.088634
King Of Glory Preschool,Child Care::Center,59,,Tempe,2085 East Southern Avenue,85282,(480)809-9934,(  )  -,33.392824,-111.896827
Kingdom Kids Preschool,Child Care::Center,59,,Phoenix,8838 South 2Nd Avenue,85041,(602)682-7968,(602)595-7568,33.3664,-112.075794
Kingman Academy Of Learning Primary School,Child Care::Center,34,,Kingman,3400 North Burbank Street,86409,(928)681-2400,(928)681-2424,35.218148,-114.028978
Kreative Kampus,Child Care::Center,130,,Phoenix,1729 East Thomas Road,85016,(602)277-1441,(602)266-4729,33.48008,-112.045112
Krystal Clear Daycare,Child Care::Center,57,,Tucson,108 West 27Th Street,85713,(520)622-0608,(520)232-3985,32.201752,-110.97024
La Casa De Cristo Christian Preschool,Child Care::Center,271,,Scottsdale,6300 East Bell Road,85254,(480)998-0866,(480)778-8334,33.640638,-111.944324
La Casita Community Center,Child Care::Center,10,,Mesa,2719 South Reyes Road,85202,(480)831-7464,(480)491-8128,33.365995,-111.861518
La Casita Day Care East,Child Care::Center,50,,Tucson,1902 S Jefferson Ave,85711,(520)747-3841,(520)747-0659,32.199567,-110.873538
La Escuelita Head Start,Child Care::Center,59,,Douglas,460 1/2 F Avenue,85607,(520)364-8298,(520)622-1927,31.338837,-109.553101
La Hacienda Child Care Center,Child Care::Center,40,,El Mirage,14506 Alto Street,85335,(623)815-7334,(623)815-7334,33.616364,-112.323729
La Mesita Head Start,Child Care::Center,36,,Mesa,2254 West Main Street,85201,(480)649-4029,(  )  -,33.41504,-111.881429
La Paloma Academy - Lakeside,Child Care::Center,565,,Tucson,8140 E Golf Links Road,85730,(520)733-7373,(  )  -,32.191669,-110.818463
La Paloma Academy- Central,Child Care::Center,244,,Tucson,2050 N Wilmot Road,85712,(520)721-4205,(520)721-4263,32.247385,-110.857769
La Petite Academy,Child Care::Center,234,,Chandler,3100 South Gilbert Road,85286,(480)802-0688,(480)802-3725,33.260648,-111.789754
La Petite Academy Inc.,Child Care::Center,116,,Tempe,1645 East Guadalupe Road,85283,(480)345-9111,(  )  -,33.363626,-111.912995
La Petite Academy Preschool,Child Care::Center,203,,Mesa,2343 South Power Road,85206,(480)807-9542,(480)641-4591,33.372994,-111.687561
Laguna Head Start,Child Care::Center,57,,Tucson,5001 North Shannon Road,85705,(520)887-5698,(520)622-1927,32.298004,-111.029259
Lamar Head Start,Child Care::Center,52,,Glendale,6331 West Lamar Road,85301,(623)930-5106,(623)486-9988,33.536496,-112.195795
Lamb's Gate Preschool & Kindergarten,Child Care::Center,176,,Tucson,4700 North Swan Road,85718,(520)299-2151,(520)299-0469,32.293629,-110.892502
Lattie Coor Head Start,Child Care::Center,108,,Avondale,220 West La Canada Boulevard,85323,(602)287-6199,(623)486-9988,33.44633,-112.351814
Lea's Carousel Learning Center #2,Child Care::Center,59,,Glendale,14011 North 51St Avenue,85306,(602)368-4442,(602)368-4704,33.612689,-112.168282
Learn -N- Grow Child Care Center,Child Care::Center,40,,Tucson,5235 East Pima St,85712,(520)326-5589,(520)327-2119,32.243575,-110.881144
Learning Bee Preschool & Day Care Center,Child Care::Center,51,,Tucson,3975 E 22Nd,85711,(520)319-2273,(520)319-2273,32.207238,-110.908006
Learning Castle Childrens Center LLC,Child Care::Center,53,,Prescott Valley,4701 North Robert Road,86314,(928)775-9677,(928)775-9670,34.610646,-112.32054
Learning Foundation Preschool,Child Care::Center,59,,Mesa,851 North Stapley Drive #6,85203,(480)834-6202,(480)834-3991,33.430832,-111.805114
Learning Works Preschool,Child Care::Center,76,,Peoria,10726 North 96Th Avenue,85345,(623)979-4129,(844)214-2911,33.582567,-112.265936
Legacy Montessori Inc.,Child Care::Center,35,,Maricopa,45290 West Garvey Avenue,85139,(520)568-9183,(520)568-7210,33.061156,-112.055133
Liberty Arts Academy,Child Care::Center,48,,Mesa,3015 South Power Road,85212,(480)830-3444,(480)830-4335,33.357512,-111.687306
Liberty Head Start,Child Care::Center,59,,Tucson,5495 South Liberty,85706,(520)573-5824,(520)622-1927,32.152569,-110.97308
Life Christian Preschool And Childcare,Child Care::Center,226,,Chandler,11530 East Queen Creek Road,85286,(480)539-8933,(480)633-5950,33.262909,-111.793007
Life Time - Gilbert,Child Care::Center,108,,Gilbert,381 East Warner Road,85296,(480)558-5451,(480)892-5021,33.335344,-111.781444
Life Time - Goodyear,Child Care::Center,136,,Goodyear,14540 West Mcdowell Road,85395,(623)536-9595,(623)536-9966,33.464659,-112.371939
Life Time - Scottsdale,Child Care::Center,136,,Phoenix,6850 East Chauncey Lane,85054,(480)538-9009,(480)538-0660,33.651694,-111.933305
Life Time - Tempe,Child Care::Center,104,,Tempe,1616 West Ruby Drive,85284,(480)705-8855,(480)705-8866,33.340305,-111.963944
Light The Way Preschool,Child Care::Center,74,,Tucson,8611 North Silverbell Rd,85743,(520)243-3838,(  )  -,32.363123,-111.120945
Lil' Einsteins Preschool,Child Care::Center,59,,Gilbert,3369 East Queen Creek Road Ste 104,85297,(480)558-4551,(480)457-8848,33.263033,-111.71698
Lil' Paws Learning Center,Child Care::Center,102,,Phoenix,19601 North 27Th Avenue Bldg 2,85027,(623)388-8130,(623)580-6568,33.662773,-112.117025
Lincoln Learning Center,Child Care::Center,214,,Phoenix,303 East Eva Street,85020,(602)943-3731,(602)331-5730,33.568989,-112.069321
Litchfield Park Recreation Center,Child Care::Center,19,,Litchfield Park,100 South Old Litchfield Road,85340,(623)935-9040,(623)935-7188,33.493191,-112.358322
Little Angels,Child Care::Center,59,,Phoenix,1544 East Mitchell Drive,85014,(602)230-2689,(602)230-0790,33.488913,-112.048138
Little Big Minds Center For Early Childhood Bilingualism,Child Care::Center,105,,Phoenix,4601 North 34Th Street,85018,(602)910-4417,(  )  -,33.503514,-112.008928
Little Castle Childcare & Preschool,Child Care::Center,81,,Tucson,6042 South Euclid Ave,85706,(520)294-1648,(  )  -,32.142451,-110.958919
Little Dipper Enrichment Center,Child Care::Center,25,,Coolidge,294 West Pima Avenue,85128,(520)220-3848,(  )  -,32.979897,-111.519377
Little Eagle Preschool & Chldcare,Child Care::Center,145,,Kingman,1475 Gordon Drive,86401,(928)757-7888,(928)757-1760,35.239524,-114.033812
Little Einstein Preschool,Child Care::Center,211,,Mesa,2105 East Southern Avenue,85204,(480)652-8820,(480)304-3193,33.393449,-111.785821
Little Explorers Preschool & Child Care,Child Care::Center,47,,Scottsdale,7116 East Oak Street,85257,(480)947-4607,(480)947-4924,33.47318,-111.927688
Little Kids N Company,Child Care::Center,61,,Phoenix,626 West Campbell Avenue,85013,(602)279-7891,(602)364-4807,33.502234,-112.081801
Little Kings And Queens,Child Care::Center,128,,Scottsdale,4136 North 82Nd Street,85251,(480)946-8624,(480)946-8624,33.495904,-111.904729
Little Lions Preschool,Child Care::Center,24,,Tucson,3901 West Linda Vista,85742,(520)352-5833,(520)352-5842,32.380642,-111.04889
Little Minnows Learning Center,Child Care::Center,99,,Kingman,3348 Western Avenue,86409,(928)757-3144,(  )  -,35.221259,-114.040004
Little Ones Learning Center,Child Care::Center,59,,El Mirage,11905 West Thunderbird Road,85335,(623)933-4351,(623)583-6433,33.608724,-112.316844
Little Palms Preschool,Child Care::Center,52,,Mesa,9601 East Brown Road,85207,(480)986-9436,(480)984-7839,33.43672,-111.623777
Little Peoples Day Care,Child Care::Center,40,,Lake Havasu City,2419 North Smoketree,86403,(928)453-6348,(  )  -,34.485681,-114.319091
Little Ranch School,Child Care::Center,185,,Tucson,1125 East Glenn Street,85719,(520)884-9893,(  )  -,32.257704,-110.954196
Little Rascals Learning Center LLC,Child Care::Center,45,,Tempe,3400 South Mill Avenue #334,85282,(480)968-6860,(  )  -,33.392037,-111.939726
Little Scholars Academy,Child Care::Center,105,,Glendale,17220 North 43Rd Avenue,85308,(602)863-7080,(602)863-7085,33.641545,-112.152001
Little Scooters Preschool LLC,Child Care::Center,85,,Bullhead City,2750 Miracle Mile,86442,(928)758-2282,(  )  -,35.085336,-114.596307
Little Sunshines Playhouse And Preschool,Child Care::Center,79,,Scottsdale,20977 North Pima Road - Suite B140,85255,(480)585-7000,(480)585-7005,33.674565,-111.890305
Little Swans Preschool,Child Care::Center,88,,Phoenix,2832 East Bell Road,85032,(602)992-8334,(602)992-8377,33.640777,-112.021095
Little Town Child Care,Child Care::Center,41,,Tucson,4521 East Benson Highway,85706,(520)574-0626,(520)524-0626,32.138561,-110.895833
Living Streams Children's Center,Child Care::Center,174,,Phoenix,7000 North Central Avenue,85020,(602)870-8941,(602)943-7095,33.53937,-112.073926
Lomeli's Childcare Center,Child Care::Center,58,,Douglas,1240 East 23Rd Street,85607,(520)364-3007,(520)364-4290,31.3577,-109.542239
Lomelis Too Childcare Center,Child Care::Center,124,,Douglas,1025 10Th St,85607,(520)805-3007,(520)805-3008,31.344345,-109.546445
Lord Of Grace Lutheran Church,Child Care::Center,74,,Tucson,7250 North Cortaro Road,85743,(520)744-7400,(520)744-5346,32.338425,-111.106539
Los Amigos Child Care And Activity Center,Child Care::Center,25,,Tucson,1300 West St Marys Rd,85745,(520)202-2286,(520)624-9132,32.229514,-110.992313
Los Ninos Daycare,Child Care::Center,43,,San Manuel,327 S Alta Vista,85631,(520)780-6186,(  )  -,32.604239,-110.632926
Los Ninos Del Valle Preschool & Child Care Center,Child Care::Center,133,,Green Valley,780 S Park Centre Ave,85614,(520)393-6823,(520)625-1598,31.858816,-110.977091
Los Ninos Sunnyside Head Start,Child Care::Center,57,,Tucson,5445 South Alvernon Way,85706,(520)574-9515,(520)622-1927,32.153567,-110.909038
Lourdes Catholic School,Child Care::Center,30,,Nogales,555 Patagonia Highway,85621,(520)287-5659,(520)287-2910,31.355984,-110.918199
Love & Learn Preschool,Child Care::Center,315,,Mesa,2717 South Alma School Road,85210,(480)222-8484,(480)491-0006,33.365725,-111.858971
Love Of Christ Preschool,Child Care::Center,105,,Mesa,1525 North Power Road,85205,(480)981-6199,(480)832-2583,33.443148,-111.68398
Loving Care Day Care Center,Child Care::Center,147,,Avondale,150 North Central Avenue,85323,(623)932-5190,(623)932-3406,33.436677,-112.349841
Loving Care Day Care I I,Child Care::Center,51,,Avondale,300 North Central Avenue,85323,(623)932-0616,(623)932-3406,33.438144,-112.349841
M C C Evelyn H. Warren Child Development Lab,Child Care::Center,18,,Mesa,1833 West Southern Avenue,85202,(480)461-7148,(480)461-7309,33.392861,-111.871288
Madison Christian Children's Center,Child Care::Center,138,,Phoenix,6202 North 12Th Street,85014,(602)265-7885,(855)462-4775,33.527515,-112.056404
Magic Keys To Learning Children's Development Center,Child Care::Center,93,,Phoenix,3450 East Van Buren Street,85008,(602)225-2543,(  )  -,33.451423,-112.00723
Magic Moments Lerning Center,Child Care::Center,102,,Tucson,4050 E Grant Road,85711,(520)881-1520,(520)881-0147,32.250499,-110.906241
Magical Star Preschool Inc.,Child Care::Center,88,,Phoenix,2232 North 36Th Street,85008,(602)267-1539,(602)267-1579,33.472055,-112.004385
Marana Head Start,Child Care::Center,59,,Marana,13660 North Mcduff Road,85653,(520)682-4415,(520)622-1927,32.45498,-111.209162
Maranatha Child Care Center,Child Care::Center,170,,Phoenix,3002 North 27Th Avenue,85017,(602)712-0793,(602)477-0101,33.482863,-112.117228
Maranatha Day Care Center,Child Care::Center,263,,Phoenix,3526 West Polk Street,85009,(602)477-0100,(602)477-0101,33.453373,-112.135154
Maricopa County Human Serv Head Start Zero - Five Program Care Partnership (Ehs),Child Care::Center,28,,Mesa,466 South Bellview Street,85204,(480)733-3815,(480)733-3972,33.406707,-111.81539
Maricopa County Human Services - Compadre High School Early Head Start,Child Care::Center,16,,Tempe,500 West Guadalupe Road,85283,(480)752-3560,(480)655-1154,33.363802,-111.946048
Maricopa County Human Services - Edison - Zero Five Program,Child Care::Center,25,,Mesa,545 South Horne,85203,(480)472-5305,(  )  -,33.40522,-111.813986
Maricopa County Human Services - First Presbyterian Church Head Start,Child Care::Center,28,,Mesa,161 North Mesa Drive,85201,(480)969-7914,(480)969-7915,33.418915,-111.822747
Maricopa County Human Services - Galveston Head Start,Child Care::Center,24,,Chandler,661 East Galveston Street Room C-5,85225,(480)812-6535,(480)655-1154,33.313298,-111.829505
Maricopa County Human Services - Gilbert Head Start,Child Care::Center,25,,Gilbert,44 North Oak Street,85233,(480)813-2879,(480)507-0584,33.350943,-111.793134
Maricopa County Human Services - Guadalupe Head Start,Child Care::Center,33,,Tempe,9401 South Avenida Del Yaqui,85283,(480)756-8712,(480)756-8713,33.36395,-111.962951
Maricopa County Human Services - Hamilton Head Start,Child Care::Center,28,,Chandler,130 North Hamilton Street #26,85225,(480)786-5965,(480)855-7536,33.304814,-111.832969
Maricopa County Human Services - Hughes Head Start,Child Care::Center,40,,Mesa,630 North Hunt Drive,85203,(480)472-7480,(602)506-1886,33.426834,-111.798207
Maricopa County Human Services - Lincoln Head Start,Child Care::Center,20,,Mesa,930 South Sirrine Rm 50,85210,(480)472-6350,(480)833-5641,33.397895,-111.827824
Maricopa County Human Services - Lindbergh 1 & 2 Head Start,Child Care::Center,40,,Mesa,930 South Lazona,85204,(480)472-6281,(480)890-9962,33.398088,-111.801692
Maricopa County Human Services - Longfellow Head Start,Child Care::Center,40,,Mesa,345 South Hall,85204,(480)472-6575,(480)649-6079,33.409241,-111.793242
Maricopa County Human Services - North Tempe Head Start I &,Child Care::Center,28,,Tempe,1555 North Bridalwreath Street,85281,(480)858-6537,(480)858-6508,33.446656,-111.921738
Maricopa County Human Services - Paiute Head Start,Child Care::Center,34,,Scottsdale,6535 East Osborn Road,85251,(480)464-9669,(480)421-0703,33.487369,-111.940073
Maricopa County Human Services - Palm Lane Head Start,Child Care::Center,25,,Chandler,660 South Palm Lane,85225,(480)917-3212,(480)855-7579,33.293877,-111.846077
Maricopa County Human Services - Son Rise Community Church Head Start,Child Care::Center,28,,Chandler,800 West Galveston Street,85225,(480)857-2631,(480)655-1154,33.313467,-111.855382
Maricopa County Human Services - Stevenson Head Start,Child Care::Center,26,,Mesa,638 South 96Th Street Rm H-6,85208,(480)380-1951,(480)357-0304,33.403417,-111.624225
Maricopa County Human Services - Taft Elementary S,Child Care::Center,20,,Mesa,9800 East Quarterline Road,85207,(480)380-1948,(  )  -,33.426122,-111.619943
Maricopa County Human Services - Webster Head Start,Child Care::Center,35,,Mesa,202 North Sycamore,85201,(480)472-4836,(  )  -,33.418744,-111.870087
Maricopa County Human Services - Westside Multi Generational Head Start,Child Care::Center,59,,Tempe,715 West 5Th Street Room 137,85281,(480)858-2407,(480)858-2405,33.425311,-111.948932
Maricopa County Human Services - Whitman - Zero Five Program,Child Care::Center,25,,Mesa,1829 North Grand,85201,(480)472-5038,(  )  -,33.448918,-111.834836
Maricopa Head Start,Child Care::Center,20,,Maricopa,44931 West Edwards Drive,85139,(520)568-2577,(520)568-3381,33.056,-112.050426
Mary's Little Lambs,Child Care::Center,45,,Winslow,100 North Warren Avenue,86047,(928)289-2987,(928)289-1052,35.023838,-110.698777
Maxwell Preschool Academy,Child Care::Center,248,,Mesa,1455 South Stapley Drive # 10,85204,(480)926-0894,(480)926-0896,33.388887,-111.805335
Maxwell Preschool Academy Fountain Hills LLC,Child Care::Center,59,,Fountain Hills,15249 North Fountain Hills Boulevard,85268,(480)837-6206,(480)837-6293,33.626277,-111.718683
Mccormick Preschool,Child Care::Center,105,,Scottsdale,6018 North Granite Reef Road,85250,(480)948-8566,(480)948-9504,33.525408,-111.900317
Mensendick Head Start,Child Care::Center,20,,Glendale,5535 North 67Th Avenue,85301,(623)847-4863,(623)934-3205,33.517337,-112.20295
Mesa Community College Children's Center,Child Care::Center,58,,Mesa,1833 West Southern Avenue,85202,(480)461-7082,(480)844-3253,33.392861,-111.871288
Mesa Montessori,Child Care::Center,55,,Mesa,2830 South Carriage Lane,85202,(480)839-7661,(480)839-7661,33.363065,-111.892437
Miami Head Start,Child Care::Center,40,,Miami,131 North Plaza Circle,85539,(928)473-3640,(928)473-7829,33.394532,-110.878595
Michael Anderson Head Start,Child Care::Center,20,,Avondale,45 South 3Rd Avenue,85323,(623)722-5100,(623)486-9988,33.434737,-112.352583
Milestones Preschool & Charter School,Child Care::Center,212,,Phoenix,4707 East Robert E Lee Street,85032,(602)404-1009,(602)404-5456,33.651419,-111.979246
Mill Avenue Preschool,Child Care::Center,117,,Tempe,4431 South Mill Avenue,85282,(480)839-3306,(480)839-3307,33.384224,-111.939212
Mini Leaders L.L.C,Child Care::Center,59,,Arizona City,13354 South Sunland Gin Road,85223,(520)494-8381,(801)788-1269,32.758454,-111.671258
Mini-Skool Early Learning Centers #201,Child Care::Center,101,,Tucson,1702 South Craycroft,85711,(520)790-2511,(520)790-5233,32.201501,-110.875263
Mis Manos Montessori School,Child Care::Center,80,,Tucson,100 West Magee Road,85704,(520)498-1700,(  )  -,32.351996,-110.972206
Miss Dinah's Place,Child Care::Center,49,,Show Low,561 North 18Th Place,85902,(928)537-5488,(928)537-5499,34.254942,-110.022763
Mission Manor Head Start,Child Care::Center,99,,Tucson,6009 South Santa Clara,85706,(520)573-3745,(520)622-1927,32.142293,-110.98171
Mission Montessori North,Child Care::Center,45,,Scottsdale,9575 East Larkspur Drive,85260,(480)860-4330,(480)657-3715,33.60054,-111.874472
Mission Montessori On The Desert,Child Care::Center,26,,Scottsdale,11050 North 96Th Street,85260,(480)699-4950,(480)314-3346,33.586511,-111.874238
Mona's Country Day School & Childcare,Child Care::Center,59,,Chandler,4421 South Basha Road,85248,(480)895-9003,(480)895-4923,33.239275,-111.858263
Montessori Academy,Child Care::Center,136,,Paradise Valley,6050 North Invergordon Road,85253,(480)945-1121,(480)874-2928,33.525244,-111.94331
Montessori Center School,Child Care::Center,85,,Phoenix,8625 North 19Th Avenue,85021,(602)678-4470,(602)678-6999,33.563178,-112.099313
Montessori Children's Centre,Child Care::Center,182,,Mesa,2834 East Southern Avenue,85204,(480)926-8375,(480)503-0515,33.393769,-111.769592
Montessori Children's Centre - North,Child Care::Center,125,,Mesa,815 North Gilbert Road,85203,(480)964-1381,(480)668-5457,33.430144,-111.787846
Montessori Children's House,Child Care::Center,39,,Phoenix,516 West Bethany Home Road,85013,(602)264-0096,(  )  -,33.523982,-112.081349
Montessori Day Schools - Lakeshore,Child Care::Center,59,,Chandler,1700 West Warner Road,85224,(480)730-8886,(480)917-1981,33.335274,-111.871194
Montessori Day Schools - Mountainside,Child Care::Center,59,,Phoenix,9215 North 14Th Street,85020,(602)943-7672,(602)395-0211,33.57053,-112.052233
Montessori De Santa Cruz,Child Care::Center,46,,Tubac,18 Calle Baca,85646,(520)398-0536,(  )  -,31.613328,-111.050697
Montessori House Charter School,Child Care::Center,38,,Mesa,2415 North Terrace Circle,85203,(480)464-2800,(480)464-2836,33.459235,-111.801836
Montessori In The Park,Child Care::Center,59,,Goodyear,1832 North Litchfield Road,85395,(623)535-4863,(623)536-2063,33.46681,-112.358366
Montessori International School,Child Care::Center,49,,Mesa,1230 North Gilbert Road,85203,(480)890-1580,(480)292-8235,33.438078,-111.788024
Montessori International School - Brown Road Campus,Child Care::Center,48,,Mesa,2401 East Brown Road,85213,(480)844-4982,(480)292-8235,33.437099,-111.778916
Montessori Kingdom Of Learning,Child Care::Center,98,,Peoria,13111 North 94Th Drive,85381,(623)876-1463,(623)876-1465,33.603481,-112.26246
Montessori Learning Center,Child Care::Center,10,,Mesa,626 North Nevada Way,85203,(480)969-9872,(  )  -,33.426711,-111.813045
Montessori Of Surprise LLC,Child Care::Center,218,,Surprise,18540 North Parkview Place,85374,(623)760-7548,(623)505-7460,33.653661,-112.370958
Moore Creative Learning Center,Child Care::Center,53,,Glendale,5412 West Glendale Avenue,85301,(623)931-2772,(623)934-0120,33.538643,-112.175629
Morning Star Head Start,Child Care::Center,59,,Tucson,1201 East 25Th Street,85713,(520)623-4840,(520)622-1927,32.203399,-110.952437
Most Holy Trinity Roman Catholic Parish Phoenix Child Care Center,Child Care::Center,59,,Phoenix,535 East Alice Avenue,85020,(602)943-9058,(602)943-3188,33.564006,-112.06668
